entity_id	valid	rejected	polled	electors	SLPP	UNP	UPFA	JVP	SLFP	ITAK	IG	CWC	IG2	SLMC	ACMC	AITC	EPDP	TULF	IG3	UPA	TMVP	UNFF	NC	UPA2	NPP	NFGG	IG4	DUNF	UPP	MNA	IG5	JSP	DNM	ELMSP	DUA	SDPT	SLNF	CPSL	SLMP	SPSL	LP	LSSP	ULF		USP	_ERROR	OWORS	NSSP	DNA	MJP	IG6	NSU	DLF	AITM	SEP	ONF
EC-03	752650.0	17216.0	770166.0	941744.0	350387.0	235121.0	69344.0	47749.0	9664.0	0.0	21889.0	0.0	3710.0	0.0	2604.0	0.0	0.0	0.0	3333.0	0.0	0.0	1138.0	0.0	0.0	2564.0	0.0	0.0	1887.0	0.0	0.0	0.0	809.0	0.0	0.0	0.0	0.0	0.0	251.0	0.0	0.0	0.0	0.0	0.0	0.0	960.0	0.0	0.0	733.0	0.0	524.0	0.0	0.0	0.0	0.0	0.0	0.0
EC-04	871067.0	19852.0	890308.0	1095607.0	360727.0	302749.0	109752.0	37186.0	0.0	0.0	10609.0	2940.0	6317.0	2543.0	11157.0	0.0	0.0	0.0	1758.0	14695.0	0.0	0.0	0.0	0.0	1809.0	0.0	0.0	1600.0	0.0	0.0	1695.0	1581.0	0.0	0.0	2252.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	775.0	0.0	0.0	306.0	626.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC-05	320283.0	5710.0	325983.0	403771.0	151126.0	107109.0	36281.0	15398.0	0.0	0.0	399.0	0.0	1858.0	1213.0	0.0	0.0	0.0	0.0	3080.0	3320.0	0.0	208.0	0.0	0.0	0.0	0.0	0.0	270.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC-06	452283.0	10535.0	456386.0	563858.0	96592.0	169880.0	25776.0	10327.0	0.0	0.0	4596.0	108984.0	800.0	0.0	0.0	0.0	0.0	0.0	538.0	0.0	0.0	3517.0	0.0	16172.0	0.0	0.0	0.0	0.0	10276.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2388.0	0.0	570.0	0.0	271.0	0.0	1331.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	282.0	0.0	0.0	0.0	0.0
EC-07	677919.0	11041.0	690029.0	850232.0	344480.0	179354.0	81090.0	43075.0	0.0	0.0	945.0	0.0	4943.0	0.0	0.0	0.0	0.0	0.0	6475.0	0.0	0.0	13685.0	0.0	0.0	26.0	0.0	0.0	311.0	0.0	0.0	0.0	3010.0	521.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC-08	516110.0	7545.0	523154.0	644505.0	275766.0	135681.0	50819.0	47916.0	0.0	0.0	2901.0	0.0	0.0	1004.0	0.0	0.0	0.0	0.0	641.0	0.0	0.0	568.0	0.0	0.0	178.0	0.0	0.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC-09	398493.0	4004.0	402502.0	484496.0	199009.0	101708.0	41057.0	51030.0	0.0	0.0	3291.0	0.0	0.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1492.0	0.0	0.0	0.0	673.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC-10	366827.0	6458.0	373278.0	555336.0	3768.0	22100.0	0.0	1043.0	27643.0	136147.0	29087.0	0.0	0.0	0.0	0.0	66597.0	60246.0	18654.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1276.0	0.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	44.0	0.0
EC-11	209114.0	3193.0	212296.0	274154.0	12705.0	45913.0	0.0	2127.0	24957.0	64190.0	10699.0	0.0	367.0	9376.0	0.0	8880.0	8068.0	20032.0	463.0	0.0	0.0	246.0	367.0	0.0	248.0	293.0	0.0	0.0	0.0	0.0	110.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0
EC-12	292342.0	4123.0	296452.0	389083.0	411.0	44618.0	0.0	1003.0	45041.0	80616.0	12253.0	0.0	4058.0	6634.0	1196.0	2528.0	3099.0	18259.0	4231.0	218.0	43658.0	0.0	0.0	1348.0	28.0	8972.0	535.0	0.0	0.0	8870.0	395.0	0.0	2277.0	0.0	0.0	1180.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	592.0	0.0	328.0	0.0	0.0	0.0	0.0	0.0
EC-13	397650.0	4102.0	401764.0	500676.0	88108.0	106420.0	0.0	9685.0	41100.0	24463.0	9888.0	0.0	2236.0	1520.0	40760.0	2764.0	1554.0	10586.0	2469.0	0.0	398.0	2790.0	23513.0	0.0	7932.0	3754.0	13243.0	0.0	0.0	0.0	1576.0	0.0	0.0	0.0	2735.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134.0	0.0	0.0	0.0
EC-14	221483.0	3038.0	224446.0	272819.0	37636.0	35740.0	23845.0	4400.0	5119.0	32451.0	4543.0	0.0	2911.0	28873.0	21148.0	4424.0	3488.0	2659.0	2650.0	0.0	0.0	715.0	2593.0	116.0	0.0	5294.0	0.0	222.0	0.0	0.0	215.0	0.0	0.0	0.0	0.0	2434.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC-15	1060809.0	13122.0	1073957.0	1315742.0	505753.0	341975.0	120155.0	58782.0	0.0	0.0	13177.0	0.0	0.0	8693.0	6514.0	0.0	0.0	0.0	36.0	0.0	0.0	631.0	0.0	0.0	195.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1343.0	0.0	2145.0	0.0	1406.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC-16	425382.0	5388.0	430753.0	587656.0	182645.0	134008.0	0.0	15375.0	53696.0	0.0	5597.0	0.0	2172.0	20496.0	0.0	0.0	0.0	0.0	4053.0	0.0	0.0	1515.0	0.0	872.0	2110.0	1581.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1249.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC-17	558934.0	6655.0	565601.0	689425.0	245560.0	155037.0	6865.0	38179.0	81777.0	0.0	10710.0	0.0	324.0	6629.0	0.0	0.0	0.0	0.0	3028.0	0.0	0.0	3450.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6784.0	0.0	0.0	0.0	0.0	603.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC-18	268264.0	2766.0	271023.0	316604.0	94147.0	69480.0	0.0	12869.0	89007.0	0.0	1531.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	410.0	0.0	0.0	0.0	0.0	0.0	835.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC-19	517683.0	14300.0	531976.0	1187880.0	162628.0	169162.0	104428.0	34162.0	0.0	0.0	24319.0	0.0	5167.0	0.0	0.0	0.0	0.0	0.0	15112.0	0.0	0.0	1038.0	0.0	213.0	0.0	0.0	0.0	696.0	0.0	0.0	0.0	108.0	0.0	0.0	0.0	0.0	0.0	650.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC-20	304934.0	4162.0	309104.0	360131.0	164293.0	85296.0	30579.0	20176.0	0.0	0.0	1057.0	0.0	1034.0	0.0	0.0	0.0	0.0	0.0	1854.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	342.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	308.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC-21	692964.0	10610.0	703575.0	852462.0	362280.0	218988.0	62873.0	33152.0	0.0	0.0	6507.0	0.0	512.0	0.0	0.0	0.0	0.0	0.0	0.0	5796.0	0.0	500.0	0.0	0.0	0.0	0.0	0.0	127.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	883.0	637.0	0.0	700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC-22	541685.0	8685.0	550378.0	669574.0	236837.0	180570.0	81332.0	25746.0	0.0	0.0	5795.0	1521.0	2086.0	0.0	0.0	0.0	0.0	0.0	4783.0	0.0	0.0	1558.0	0.0	0.0	1035.0	0.0	0.0	416.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LK	12422123	212013	12627965	16332421	5007229	3646819	978652	716285	514295	337877	192375	116295	95001	92897	85437	85198	76439	70182	62255	51193	44062	38197	26465	25349	25059	24275	14195	11497	10280	9704	8402	7147	7015	7011	4990	4890	4592	3337	2747	2090	2034	1676	1474	1326	1162	938	931	730	635	521	329	282	134	117	66	35
